python-sphinxcontrib-qthelp 1.0.6-1
python-sphinxcontrib-serializinghtml 1.1.9-1
python-tomli 2.0.1-3
python-toolz 0.12.0-3
python-tqdm 4.66.1-2
python-trove-classifiers 2023.11.29-1
python-typing_extensions 4.9.0-1
python-urllib3 1.26.18-1
python-validate-pyproject 0.13-1
python-wheel 0.42.0-1
python-yaml 6.0.1-2
qca-qt5 2.3.7-2
qpdf 11.7.0-1
qt5-base 5.15.11+kde+r148-1
qt5-charts 5.15.11-1
qt5-declarative 5.15.11+kde+r32-1
qt5-graphicaleffects 5.15.11-1
qt5-multimedia 5.15.11+kde+r2-1
qt5-quickcontrols 5.15.11-1
qt5-quickcontrols2 5.15.11+kde+r5-1
qt5-speech 5.15.11+kde+r1-1
qt5-svg 5.15.11+kde+r6-1
qt5-translations 5.15.11-1
qt5-wayland 5.15.11+kde+r60-1
qt5-x11extras 5.15.11-1
qt5-xmlpatterns 5.15.11-1
qt5ct 1.8-1
qt6-base 6.6.1-2
qt6-declarative 6.6.1-1.2
qt6-imageformats 6.6.1-1.1
qt6-svg 6.6.1-1.1
qt6-translations 6.6.1-1.2
qt6-wayland 6.6.1-1.1
quazip-qt5 1.4-1.2
ragel 6.10-3.1
ranger-git 1.9.3.719.g136416c7-1
rapidjson 1.1.0-5
rav1e 0.6.6-3
readline 8.2.007-1
rhash 1.4.4-1
ristretto 0.13.1-1
rnnoise 0.4.1-1
rofi-lbonn-wayland 1.7.5+wayland2-1
rofi-power-menu 3.1.0-1
rtkit 0.13-2.1
rubberband 3.3.0-1
rustup 1.26.0-5
samba 4.19.3-2
sbc 2.0-1
scdoc 1.11.2-5
sddm 0.20.0-2
sddm-dinit 20230907-1
sdl12-compat 1.2.68-1
sdl2 2.28.5-1
sdl_net 1.2.8-5
sdl_sound 1.0.3-11
seatd 0.8.0-1
sed 4.9-3
semver 7.5.4-1
serd 0.32.0-1
shaderc 2023.7-2
shadow 4.14.2-1
shared-mime-info 2.4-1
simple-mtpfs 0.4.0-1
slang 2.3.3-2
slurp 1.4.0-1
smbclient 4.19.3-2
snappy 1.1.10-1
sndio 1.9.0-1
solid5 5.113.0-1
sonnet5 5.113.0-1
sord 0.16.16-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
spdlog 1.12.0-2
speex 1.2.1-1
speexdsp 1.2.1-1
spirv-tools 2023.5-1
sqlite 3.44.2-2
sratom 0.6.16-1
srt 1.5.3-1
startup-notification 0.12-8
steam 1.0.0.78-2
sudo 1.9.15.p4-1
suil 0.10.20-1
svt-av1 1.8.0-1
swaybg 1.2.0-1
swayfx 0.3.2-5
swayfx-debug 0.3.2-5
swaylock-effects 1.7.0.0-2
swaync 0.9.0-2
syndication5 5.113.0-1
syntax-highlighting5 5.113.0-1
taglib 1.13.1-1
talloc 2.4.1-1
tar 1.35-2
tdb 1.4.9-1
telegram-desktop 4.12.2-1
tevent 1:0.15.0-1
texinfo 7.1-2
thin-provisioning-tools 1.0.9-2
thunar 4.18.8-1
tinydm 1.1.3-1
tmux 3.3_a-7
tpm2-tss 4.0.1-1
tracker3 3.6.0-2
tree-sitter 0.20.10-2
tslib 1.22-1
ttf-0xproto-nerd 3.1.1-1
ttf-3270-nerd 3.1.1-1
ttf-agave-nerd 3.1.1-1
ttf-anonymouspro-nerd 3.1.1-1
ttf-arimo-nerd 3.1.1-1
ttf-bigblueterminal-nerd 3.1.1-1
ttf-bitstream-vera-mono-nerd 3.1.1-1
ttf-cascadia-code-nerd 3.1.1-1
ttf-cascadia-mono-nerd 3.1.1-1
ttf-cousine-nerd 3.1.1-1
ttf-d2coding-nerd 3.1.1-1
ttf-daddytime-mono-nerd 3.1.1-1
ttf-dejavu-nerd 3.1.1-1
ttf-droid 20121017-10
ttf-envycoder-nerd 3.1.1-1
ttf-fantasque-nerd 3.1.1-1
ttf-firacode-nerd 3.1.1-1
ttf-go-nerd 3.1.1-1
ttf-hack-nerd 3.1.1-1
ttf-heavydata-nerd 3.1.1-1
ttf-iawriter-nerd 3.1.1-1
ttf-ibmplex-mono-nerd 3.1.1-1
ttf-inconsolata-go-nerd 3.1.1-1
ttf-inconsolata-lgc-nerd 3.1.1-1
ttf-inconsolata-nerd 3.1.1-1
ttf-intone-nerd 3.1.1-1
ttf-iosevka-nerd 3.1.1-1
ttf-iosevkaterm-nerd 3.1.1-1
ttf-jetbrains-mono-nerd 3.1.1-1
ttf-lekton-nerd 3.1.1-1
ttf-liberation 2.1.5-1
ttf-liberation-mono-nerd 3.1.1-1
ttf-lilex-nerd 3.1.1-1
ttf-martian-mono-nerd 3.1.1-1
ttf-meslo-nerd 3.1.1-1
ttf-monofur-nerd 3.1.1-1
ttf-monoid-nerd 3.1.1-1
ttf-mononoki-nerd 3.1.1-1
ttf-mplus-nerd 3.1.1-1
ttf-nerd-fonts-symbols 3.1.1-1
ttf-nerd-fonts-symbols-common 3.1.1-1
ttf-nerd-fonts-symbols-mono 3.1.1-1
ttf-noto-nerd 3.1.1-1
ttf-opensans 1.101-2
ttf-profont-nerd 3.1.1-1
ttf-proggyclean-nerd 3.1.1-1
ttf-roboto-mono-nerd 3.1.1-1
ttf-sharetech-mono-nerd 3.1.1-1
ttf-sourcecodepro-nerd 3.1.1-1
ttf-space-mono-nerd 3.1.1-1
ttf-terminus-nerd 3.1.1-1
ttf-tinos-nerd 3.1.1-1
ttf-ubuntu-mono-nerd 3.1.1-1
ttf-ubuntu-nerd 3.1.1-1
ttf-victor-mono-nerd 3.1.1-1
tumbler 4.18.2-1
turbo-base64 2023.08-2
twolame 0.4.0-3
tzdata 2023d-1
uchardet 0.0.8-2
udev 255-1
udisks2 2.10.1-2
ueberzugpp 2.9.2-1
ueberzugpp-debug 2.9.2-1
unibilium 2.1.1-1
unzip 6.0-20
upower 1.90.2-1
usbmuxd 1.1.1-3.1
usbutils 017-1
util-linux 2.39.3-1
util-linux-libs 2.39.3-1
v4l-utils 1.26.1-1
vala 0.56.14-1
vamp-plugin-sdk 2.10.0-2
vdpauinfo 1.5-1
vencord-desktop 0.4.4-3
verdict 1.4.2-1
vi 1:070224-6
vid.stab 1.1.1-1
vim 9.0.2167-1
vim-runtime 9.0.2167-1
vinegar 1.6.0-1
vlc 3.0.20-4
vmaf 3.0.0-1
volume_key 0.3.12-8
vulkan-headers 1:1.3.274-1
vulkan-icd-loader 1.3.274-1
vulkan-radeon 1:23.3.1-1
vulkan-validation-layers 1.3.268.0-1
wasi-compiler-rt 16.0.6-2
wasi-libc 1:0+328+1dfe5c3-1
wasi-libc++ 16.0.6-1
wasi-libc++abi 16.0.6-1
wavpack 5.6.0-1
waybar 0.9.24-1
wayland 1.22.0-1
wayland-protocols 1.32-1
webkit2gtk-4.1 2.42.4-1
webrtc-audio-processing-1 1.3-2
wget 1.21.4-1
which 2.21-6
wine-ge-custom 1:GE.Proton8.25-1
winetricks 20230212-2
wireplumber 0.4.17-1
wl-clipboard 1:2.2.1-1
wl-gammactl 1:r1.e238595-1
wlroots 0.17.0-1
wlroots0.16 0.16.2-2
wlsunset 0.3.0-1
woff2 1.0.2-4
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
wxwidgets-common 3.2.4-3
wxwidgets-gtk3 3.2.4-3
x264 3:0.164.r3108.31e19f9-1
x265 3.5-3
xapp 2.8.1-1
xcb-proto 1.16.0-1
xcb-util 0.4.1-1
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2.1
xdg-dbus-proxy 0.1.5-1
xdg-desktop-portal 1.18.2-1
xdg-desktop-portal-gnome 45.1-1
xdg-desktop-portal-gtk 1.15.1-1
xdg-user-dirs 0.18-1
xdg-utils 1.2.0r25+g0f49cf5-1
xf86-input-libinput 1.4.0-1
xfce-polkit 0.3-1
xfconf 4.18.3-1
xkeyboard-config 2.40-1
xmlto 0.0.28-4.1
xorg-font-util 1.4.1-1
xorg-fonts-encodings 1.0.7-1
xorg-server 21.1.10-1
xorg-server-common 21.1.10-1
xorg-setxkbmap 1.3.4-1
xorg-xauth 1.1.2-1
xorg-xinit 1.4.2-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xset 1.2.5-1
xorg-xwayland-osu 23.2.3-1
xorgproto 2023.2-1
xtrans 1.5.0-1
xvidcore 1.3.7-2.1
xxhash 0.8.2-1
xz 5.4.5-1
yasm 1.3.0-6
yay 12.2.0-1
zenity 4.0.0-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zita-convolver 4.0.3-3
zix 0.4.2-2
zlib 1:1.3-2
zstd 1.5.5-1
